headline,date
"Mayor Bloomberg helped lower the number of uninsured by 40 percent, covering 700,000 more New Yorkers"," January 28, 2020"
Says a video shows footage of the helicopter crash that killed Kobe Bryant.," January 27, 2020"
"If Trump is impeached in the house & not senate, he can run 2 more times."," January 27, 2020"
Kobe Bryant’s untimely death has been planned for a while.," January 27, 2020"
"Says Gary Peters supports ‘Medicare for All,’ siding with radical liberals."," January 27, 2020"
"Says Kobe Bryant tweeted, I have information that will lead to the arrest of Hillary Clinton."," January 27, 2020"
The Democrat controlled House never even asked John Bolton to testify.," January 27, 2020"
Says a video shows the helicopter crash that killed Kobe Bryant.," January 27, 2020"
NEW INFO SAYS KOBE BRYANT AND ALL 4 OF HIS DAUGHTER HAVE DIED FROM HELICOPTER CRASH.," January 27, 2020"
Says former NBA player Rick Fox was also on board with Kobe Bryant," January 27, 2020"
"Says Kobe Bryant and his daughter, Gianna, were both born Aug. 23."," January 27, 2020"
"Says Oregon’s highest income tax bracket included anyone making more than $250,000 in 2012 before the state expanded its upper bracket to include anyone making more than $125,000."," January 26, 2020"
Right now 5% of Americans donate to candidates.," January 24, 2020"
Twitter is banned in Iran.," January 24, 2020"
"Says Nancy Pelosi said, If impeachment fails, I will resign immediately."," January 24, 2020"
"California's Attorney General, Xavier Becerra is putting together plans to raise property tax revenue by eliminating the only thing keeping some people's property tax from sky rocketing, Prop 13."," January 24, 2020"
Says President Donald Trump this week will sign an executive order creating term limits for Congress.," January 24, 2020"
The typical anglerfish is seven feet long.," January 24, 2020"
The Department of Corrections budget in Wisconsin is more than the Department of Education budget.," January 24, 2020"
"The city of Austin has removed, seemingly, any legal consequences to the actions where the homeless lie, sleep, where they defecate."," January 24, 2020"
"Says Jordan Davis, son of Georgia Congresswoman Lucy McBath, was killed in a drug deal gone bad."," January 24, 2020"
"Says Aaron Hernandez' daughter is, by Massachusetts law, entitled to the remainder of his $15 million NFL contract because he committed suicide during his appeal, making his conviction null and void."," January 23, 2020"
"Says a coronavirus patent expired just as there is a sudden outbreak and, despite media fear-mongering, there is already a vaccine available."," January 23, 2020"
The Machinists Union does not (support the USMCA trade deal). And every environmental organization in this country (also) opposes it.," January 22, 2020"
The percent of millionaires in Congress is 50% while the percent among the U.S. public is 1 percent," January 22, 2020"
Says Joe Biden talked about eating wooden corn dog sticks.," January 22, 2020"
Says an image shows a paralyzed groom being held up by his groomsmen so he could kiss his bride.," January 22, 2020"
Says a fact check shows that Nancy Pelosi moved billions of Social Security funds to cover impeachment costs.," January 22, 2020"
Says Democratic opponents Cal Cunningham and Erica Smith support sanctuary policies.," January 22, 2020"
Not even (House Intelligence Chairman Adam) Schiff’s Republican colleagues were allowed into the SCIF during the House impeachment investigation.," January 21, 2020"
Witnesses have been part of every other impeachment trial the Senate has ever had.," January 21, 2020"
Says the House impeachment vote was the third by Democrats — They tried to impeach Trump for criticizing the NFL and for some other things.," January 21, 2020"
CNN reports DemDebate had 2.3 million viewers. Trump rally had 6.7 million last night!," January 21, 2020"
Adam Schiff Paid Witnesses Over $40 Million To Testify Against Trump," January 21, 2020"
Says a video shows Greta Thunberg firing a rifle.," January 21, 2020"
Up until 1913 Americans kept all of their earnings.," January 21, 2020"
Quotes Trump as saying would you really want a president who was dumb enough to let himself get drafted?," January 21, 2020"
"Starting Jan. 1 California residents can’t take shower, do laundry, poop in toilet and flush on same day."," January 21, 2020"
"An email from Hillary Clinton to Donna Brazile Oct.17th, 2016 stated: If that f-----’ bastard wins, we’re all going to hang from nooses! You better fix this s---!"," January 2, 2020"
Says Carol Burnett is dead.," January 2, 2020"
Says Lee Majors died and left $6 million to Donald Trump.," January 2, 2020"
"Congress rejects $336 (per) month increase in Social Security and disability benefits but approves $8,872 (per) month increase for themselves."," January 2, 2020"
"Says Alexandria Ocasio-Cortez and Ilhan Omar vowed to remove senior’s ‘entitlements,’ Social Security/Medicare."," January 2, 2020"
Says a quote defending President Donald Trump can be attributed to Clint Eastwood.," January 2, 2020"
CBC Cuts Donald Trump's 'Home Alone 2' Cameo Out of Broadcast.," January 2, 2020"
"Says Virginia Gov. Ralph Northam said, ‘You will give up your guns, if you don’t I’ll have the National Guard cut your power, your phone lines, and your internet. Then, if you still refuse to comply I’ll have you killed.’"," January 2, 2020"
China produces 90% of the world’s carbon emissions pollution.," January 2, 2020"
Florida school drops Common Core – soars to number one," January 2, 2020"
"Says that four Democrats — Sheila Jackson Lee, Joe Biden, Elizabeth Warren, and Alexandria Ocasio-Cortez — made specific, suspect remarks about such topics as the Constitution, abortion and guns."," January 2, 2020"
Cory Booker’s son charged with assault after attack on Santa.," January 2, 2020"
"Says Nancy Pelosi said, if impeachment doesn’t go through, I’ll resign."," January 2, 2020"
Says U.S. Rep. Dan Lipinski had a part in undoing a law that used to limit how long trains could idle at crossings.," January 19, 2020"
We have the lowest corporate tax rate since 1968.," January 18, 2020"
And the number one killer of teens in the United States is driving while using cell phones.," January 17, 2020"
Says Martin Luther King Jr. was killed (smothered) in the hospital and the US government was found guilty in a court of law of conspiring to kill him.," January 17, 2020"
"Says the pens Nancy Pelosi used to sign the articles of impeachment cost $2,025 per pen."," January 17, 2020"
Says NC Senate leader expressed disdain for the NC House budget vote on Sept. 11.," January 17, 2020"
Says Rep. Rashida Tlaib wears the symbolic scarf patterned after the Islamic terrorist state.," January 17, 2020"
Says a girl gets a dollar for a kidney transplant every time a Facebook post is shared.," January 17, 2020"
"We were living outside of Houston and that’s when I found it: a commuter college, 45 minutes away that cost $50 a semester."," January 17, 2020"
"Nancy Pelosi's Son Paul Jr. Was Exec at 'Ukraine-Based Gas Company,' Similar to Hunter Biden"," January 17, 2020"
Florida is the 45th in state education funding.," January 17, 2020"
Says Joe Biden tells men to marry into families ‘with 3 or 4 sisters.’," January 17, 2020"
"‘He’s low risk,’ said Obama before freeing ISIS leader al Baghdadi."," January 16, 2020"
Fox News changed its accreditation to entertainment.," January 16, 2020"
Says Lil Boosie and George Zimmerman got into a fight.," January 16, 2020"
"Says Iranian Gen. Qassem Soleimani was a designated terrorist by President Obama, who didn't do anything about it."," January 16, 2020"
In Florida children are required to take their first standardized test within 30 days of beginning kindergarten and Gov. DeSantis wants to extend that requirement to preschoolers.," January 15, 2020"
"In 1988, in response to Iran’s attack on the U.S.S. Samuel Roberts, President Ronald Reagan destroyed half of Iran’s Navy."," January 15, 2020"
FACT: Less than 1% of the trash in the ocean is from the United States.," January 15, 2020"
Ilhan Omar called for violence against President Trump over Middle East dispute.," January 15, 2020"
Says a photo shows Donald Trump kissing Ivanka Trump on the lips.," January 15, 2020"
"Says federal regulation of the wolf population has led to attacks on livestock, driving down production, leading to dairy farms going out of business."," January 15, 2020"
The State Capitol Police recommended banning guns at the Capitol.," January 15, 2020"
We end the $100 billion a year that the health care industry makes.," January 15, 2020"
"Look at the men on this stage. Collectively, they have lost 10 elections. The only people on this stage who have won every single election that they’ve been in are the women, Amy and me."," January 14, 2020"
I was the person who saved Pre-Existing Conditions in your healthcare.," January 14, 2020"
"In New York, it is now perfectly legal to murder a baby a minute before it would be born."," January 14, 2020"
Says the Japanese military did not invade the mainland United States after Pearl Harbor because they know that almost every home had guns and the Americans knew how to use them.," January 14, 2020"
"More than 100,000 DACA applicants have been arrested—Murder, Rape, DUI."," January 14, 2020"
"If you’ve been exposed to the stomach flu, you can avoid getting it if you drink 3 glasses of 100% grape juice a day for 3 days. It changes the acidity in your stomach. ...This really works!!"," January 14, 2020"
"Says J. David Cox, the boss of the jail guards who were supposed to keep suspected sex trafficker Jeffrey Epstein alive, is also friends with Bill and Hillary Clinton."," January 14, 2020"
"That’s 5,615 projected coal-powered plants in just 8 countries. The USA has 15 - building 0 more."," January 13, 2020"
Says Alexandria Ocasio-Cortez said Christianity should be ignored as superstitious nonsense.," January 13, 2020"
"Says after Australia passed a new law that forced gun owners to give up over 640,000 firearms, the country saw a dramatic increase in homicides, assaults and robberies."," January 13, 2020"
Nicole Kidman ‘blacklisted’ from Hollywood for vowing to support president.," January 13, 2020"
"Says Barabara Walters wrote that Jane Fonda betrayed not only the idea of our country, but specific men who served and sacrificed during the Vietnam War."," January 13, 2020"
Says a video shows drone footage of the killing of Qassem Soleimani.," January 13, 2020"
Says Hillary Clinton threatened to bomb Iran — totally obliterate them — if she was president.," January 13, 2020"
We cut New York City’s carbon footprint twice as much as the rest of the country.," January 11, 2020"
"Saudi terrorists has killed more Americans on our soil than any other nation. They rent the entire 45th floor of Trump Tower, And pay him in cash."," January 10, 2020"
The American military has been completely rebuilt under my administration at a cost of $2.5 trillion.," January 10, 2020"
"Says she's beating Democratic opponent Cal Cunningham and is also the first black, female US Senate candidate to be beating an incumbent Senator (Thom Tillis) in every poll out of the gate."," January 10, 2020"
Says Joe Biden murdered U.S. Navy Seals.," January 10, 2020"
"Lead levels in Milwaukee's water are higher than Flint, MI."," January 10, 2020"
"The missiles that were launched at American forces in Iraq from Iran, were funded by Barack Obama, with American tax dollars."," January 10, 2020"
The Australia bushfires have nothing to do with climate change; it was arson.," January 10, 2020"
About a third of Texas has seen a 20-25% population loss in the last 5 years.," January 10, 2020"
“State Forces Citizens to Pay for ‘Stargazing Permit’ to View Night Sky in Public Parks”," February 9, 2020"
"North Carolina's Democratic primary is open to all registered voters, regardless of registration."," February 7, 2020"
"Says Nancy Pelosi said, “If the Senate conducts a sham trial, our caucus will just impeach the president again. We have no shortage of impeachment offenses. This president is a criminal.”"," February 7, 2020"
"Says with his guilty impeachment vote, Senator Mitt Romney “could be removed from office.”"," February 7, 2020"
"Mitt Romney’s father “U.S. Senator George Romney, was a liberal Republican who had ties to Saul Alinsky, yes, the same dude who wrote the book, Rules For Radicals and dedicated to Satan.”"," February 7, 2020"
"Says William Barr tweeted, “BREAKING NEWS Senator Mitt Romney is the only Republican Senator who voted to remove President Trump from office… IN A COMPLETELY UNRELATED STORY Senator Mitt Romney is also the only Republican Senator who has a son who sits on the board of a Ukrainian Energy Company.”"," February 7, 2020"
Says San Antonio has “the lowest per capita income of any major Texas city.”," February 7, 2020"
"I thought it was a terrible thing when (Nancy Pelosi) ripped up the speech. First of all, it's an official document. You're not allowed. It's illegal what she did. She broke the law."," February 7, 2020"
Says a video shows a fox allowing itself “to feed koala babies in Australia.”," February 7, 2020"
Says Joe Biden’s campaign told an Iowa library where Jill Biden was holding an event “to remove the American flag as they did not want to say the pledge of allegiance.”," February 7, 2020"
"Says John F. Kennedy “smoked cannabis in the White House, while president, because he suffered from severe back pain and Addison's disease."," February 7, 2020"
“Very close to 160 million people are now working in the United States. Nobody's ever even come close to that number.”," February 7, 2020"
Says a video proves Pelosi “was planning” to rip up President Donald Trump’s State of the Union address “from the start.”," February 6, 2020"
“We have an America where … hard-working families have flat wages.”," February 6, 2020"
"“Under my administration, 7 million Americans have come off of food stamps, and 10 million people have been lifted off of welfare.”"," February 6, 2020"
Says the USMCA is the “biggest trade deal ever made.”," February 6, 2020"
Says it shows a “DNC Group” teaching “ILLEGAL VOTING in Arizona.”," February 6, 2020"
"Says Patrick Mahomes said, “I believe George Zimmerman is innocent.”"," February 6, 2020"
"Says a photo shows Patrick Mahomes wearing a shirt that says, “The Great State of Kansas.”"," February 6, 2020"
Years of economic decay are over because Trump reversed the failed economic policies of the previous administration.," February 6, 2020"
National polls have “never predicted who will be president from our party. Carter was in the single digits a few months before caucuses. Bill Clinton was. Obama — 20 points behind in the national polls roughly.”," February 6, 2020"
Says U.S. Rep. Sean Casten “demanded the impeachment of the Republican President before the Mueller report was even released.”," February 6, 2020"
"Nancy Pelosi may have just committed a violation of 18 U.S.C. § 2071, Section 2071 (a) when she ripped up President Trump’s State of the Union address. This violation is punishable by up to three years in prison.”"," February 5, 2020"
"“I have also overseen historic funding increases for high-quality child care, enabling 17 states to help more children, many of which have reduced or eliminated their waitlists altogether.”"," February 5, 2020"
Says the coronavirus isn’t new because “Lysol has it listed as one of the viruses that it kills.”," February 5, 2020"
"“In sanctuary cities, local officials order police to release dangerous criminal aliens to prey upon the public instead of handing them over to ICE to be safely removed.”"," February 5, 2020"
"Says Donald Trump tweeted, “I have it on good authority that the real reason for the delayed results from the #IowaCaucus is they are trying to hide the fact that the winner was @VerminSupreme. This is one time I hope the DNC is actually successful, as Vermin is the only candidate that is smart (and crazy) enough to possibly beat me!”"," February 5, 2020"
“There are more guns in this country than there are citizens.”," February 5, 2020"
"“Over the past two years, climate and weather disaster damage has cost the U.S. over $400 billion.”"," February 5, 2020"
"“Over 130 legislators in this chamber have endorsed legislation that would bankrupt our nation by providing free taxpayer-funded health care to millions of illegal aliens, forcing taxpayers to subsidize free care for anyone in the world who unlawfully crosses our borders."," February 5, 2020"
"“Traditionally, the Speaker says: ‘Members of Congress, I have the high privilege and distinct honor of presenting to you the President of the United States.’ (Tonight) Speaker Pelosi said, ‘Members of Congress, the President of the United States.’ "," February 5, 2020"
"Last year, for the first time in 51 years, the cost of prescription drugs actually went down."," February 5, 2020"
“The president has exploded the debt by more than $3 trillion — all to give billion-dollar tax cuts to the wealthiest few.”," February 4, 2020"
Says Democrats blocked the Iowa poll and blocked the Iowa caucus.," February 4, 2020"
Says EIGHT Iowa counties have more adults registered to vote than voting-aged adults living there.”," February 3, 2020"
“Cory Booker and all these people couldn't get any of the things that (Michael) Bloomberg's getting now with respect to DNC debate rules.," February 3, 2020"
“All of the aid has not arrived” to Ukraine.," February 3, 2020"
"Say Nancy Pelosi’s net worth is $196,299,990."," February 3, 2020"
"“In 2018, the providers the state paid through the ACO reduced the amount of money spent on healthcare services by $7.7 million.”"," February 3, 2020"
Says Kobe Bryant’s wife “recorded her suicide after depression attack this morning.”," February 3, 2020"
Event 201 “gave out stuffed souvenir coronavirus toys” to “commemorate” Novel coronavirus outbreak," February 3, 2020"
Earnings for the bottom 10% are rising faster than earnings for the top 10%.”," February 3, 2020"
“Democrat Senators high-five after voting in favor of late-term abortion.”," February 29, 2020"
“Hair weave and lace fronts manufactured in China may contain the coronavirus.”," February 29, 2020"
Says the coronavirus can be slowed or stopped with the “immediate widespread use of high doses of vitamin C.”," February 29, 2020"
Says white vans with external locks are “utilized for sex trafficking.”," February 29, 2020"
Says Sen. Chuck Schumer deleted a Feb. 5 tweet criticizing President Donald Trump’s decision to ban some forms of travel to and from China.," February 29, 2020"
"Says the CEO of Camping World told Trump supporters “Frankly, don’t shop at my business.”"," February 29, 2020"
“Bernie Logic: Nobody can live on $7 an hour. We must raise the minimum wage to $15 an hour. Also we must raise the tax rate to 52%. $15 an hour * 52% = $7.80. $15 an hour - $7.80 = $7.20. $7.20 an hour!!!”," February 29, 2020"
Says an image of a pile of needles is from Nancy Pelosi’s congressional district in San Francisco.," February 29, 2020"
PepsiCo announced Mountain Dew will be discontinued over health concerns.," February 29, 2020"
Says former congressman Keith Ellison “beats his girlfriend and Democrats make him the deputy chair of the DNC.”," February 29, 2020"
A photo shows Democratic U.S. Rep. Maxine Waters and House Speaker Nancy Pelosi posing and smiling in front of a Trump 2020 sign.," February 29, 2020"
"“Nancy Pelosi being ‘escorted’ out of a restaurant, drunk again!”"," February 29, 2020"
"“Jihad will continue until all the Hindus, Christians, Buddhists, Atheists are killed. Your secularism & tolerance can not change our ideology. Quran does NOT permit survival of Non-Muslims. — Abdullah Zuber.”"," February 29, 2020"
“Nancy Pelosi’s Brother’s Company Received $737 Million from Obama’s Energy Dept!”," February 29, 2020"
"Sex traffickers are using a zip-tie contraption on the door handles of vehicles “to trick females into looking down and digging for something in their purse to cut with ... Once they’re distracted, boom! They are quickly forced into another vehicle, never to be seen again by their people.”"," February 28, 2020"
“Three Chinese nationals were apprehended trying to cross our Southern border illegally. Each had flu-like symptoms. Border Patrol quickly quarantined them and assessed any threat of coronavirus.”," February 28, 2020"
“The Social Security check is now (or soon will be) referred to as a ‘Federal Benefit Payment.’”," February 28, 2020"
"“Fact: Mike Bloomberg spent $12 million to re-elect a Senate Republican (Toomey) in 2016. Toomey beat the Dem (McGinty) by 1.5 points. If McGinty had won, Ds would have controlled the Senate after Doug Jones won and could have blocked Kavanaugh from the Supreme Court.”"," February 28, 2020"
"“As the State Department warned Mizzou in July 2019, and as I have repeatedly stated, (the Confucius Institute) presented security risks for students & university as a whole.”"," February 28, 2020"
“Corona virus: Florida man arrested for robbery using cough as a weapon.”," February 28, 2020"
"“There’s an Amazon distribution center that was advertising, last time I was there, up to $12.75 an hour. Your parents made that three decades ago.”"," February 28, 2020"
"Says of President Donald Trump’s actions on the coronavirus: “No. 1, he fired the pandemic team two years ago. No. 2, he's been defunding the Centers for Disease Control.”"," February 28, 2020"
"Says Democrats are embracing “abortion up until the moment of birth and even, horrifically, after that.”"," February 27, 2020"
"Not once in his entire career in Washington, D.C., which started way back in 1991, has Democratic Socialist Bernie Sanders ever voted yes on sanctions against Russia."," February 27, 2020"
Says the CDC recommends men shave their beards to protect against coronavirus.," February 27, 2020"
"Says Obama said black people have the worst jobs, the worst housing and face rampant police brutality, but when so-called black committeemen came around election time we’d all line up and vote the straight Democratic ticket, sell our souls for a Christmas turkey."," February 27, 2020"
“Obama ordered CIA to train ISIS Jihadists”," February 27, 2020"
"Says Bernie Sanders “collaborated with Marxist regimes in the Soviet Union, Nicaragua and Cuba.”"," February 27, 2020"
Says it’s “OK to kill babies once born” in Virginia.," February 27, 2020"
"“The coronavirus is the common cold, folks.”"," February 27, 2020"
“If you have the Flu… get these two items… Sambucol (and) Oscillococcinum… in 48 hours you will feel better. In 72 hours you will be almost symptom-free.”," February 27, 2020"
"Says Bernie Sanders “opposed Obamacare, didn't like the fact we didn't push a single-payer option.”"," February 27, 2020"
Says a photo of Pete Buttigieg in a military uniform was staged.," February 27, 2020"
Says “The Simpsons” predicted the coronavirus.," February 27, 2020"
High levels of sulfur dioxide in Wuhan “may be a sign of mass cremations of victims of the coronavirus.," February 26, 2020"
Coronavirus patients are being cremated alive in China.," February 26, 2020"
“Congress files charges against Nancy Pelosi.”," February 26, 2020"
“Trump’s farmer bailout is now twice the size of Obama’s GM bailout. The big difference is GM paid their bailout back — with interest.”," February 26, 2020"
Says the 2008 book “End of Days” predicted the current coronavirus outbreak.," February 26, 2020"
Says liberals are trying to make pedophilia legal “in preparation of Sharia Law in America.”," February 26, 2020"
"Says Bernie Sanders has said “things like women get cancer from having too many orgasms, or toddlers should run around naked and touch each others' genitals to insulate themselves from porn … He's written about women's rape fantasies."," February 26, 2020"
Ninety pounds of cocaine was found on a boat owned by Mitch McConnell's family and that they are “financing his Senate campaigns with their cocaine drug profits.”," February 26, 2020"
"Says U.S. Immigration and Customs Enforcement “will be at every polling station” on Nov. 3, 2020."," February 26, 2020"
Says a Michigan funeral home employee was “cremated by mistake while taking a nap.”," February 26, 2020"
"In #WI, over 44,000 jobs depend on trade with Mexico and Canada."," February 26, 2020"
"“(A recent study) said ‘Medicare for All’ will lower health care costs in this country by $450 billion a year and save the lives of 68,000 people who would otherwise have died.”"," February 25, 2020"
There is a group going to homes and pretending to be officials from home affairs. They have documents with the letterhead Department of Home Affairs and claim to be confirming that everyone has a valid ID for the upcoming census. They are robbing homes.," February 25, 2020"
"“Socialist Workers Party leader Bernie Sanders supported Ayatollah Khomeini against the US, condemned president Carter for imperialism, and accused the hostages of being CIA spies.”"," February 25, 2020"
Quotes actor Will Smith as saying: “I’m not afraid to say that Trump and his supporters are ba…”," February 25, 2020"
Says 20 million Chinese converted to Islam after it’s proven that the coronavirus doesn’t affect Muslims.," February 25, 2020"
"Say Bernie Sanders said, “Italians are gangsters and Irish are drunk and Jews are greedy and black people smell.”"," February 25, 2020"
"“If you like your private plan, you can keep it.”"," February 25, 2020"
“Violent crime in South Bend doubled during Mayor Pete’s tenure.”," February 25, 2020"
“The mayor of Livermore California explains Trump’s popularity and success.”," February 25, 2020"
"Rep. Devin Nunes, R-Calif., said “defending Trump is more important than the United States.”"," February 25, 2020"
Says Bernie Sanders would “go beyond reform and reorder the economy in ways most Democrats — let alone most Americans — don’t support.," February 25, 2020"
“Breaking: UK Prepares For Full Lockdown After Hundreds Of New Cases — Wuhan Super Virus Updates.”," February 25, 2020"
A photo shows Air Force One at the 2020 Daytona 500.," February 25, 2020"
"“When Fidel Castro came into office, you know what he did? He had a massive literacy program.”"," February 24, 2020"
Bloomberg says he wants to ban guns holding more than three rounds.," February 24, 2020"
"Pardons — Obama: 1,927, Trump: 26. And Trump is abusing that power?"," February 24, 2020"
“America’s carbon emissions are being reduced at a rate far higher than any country in the world.”," February 24, 2020"
Says the Affordable Care Act “took money out of the Medicare trust fund.”," February 23, 2020"
"“Bernie Sanders wants free health care for all and was asked how he would pay for it. His answer was raise taxes to 52% on anybody making over $29,000 per year.”"," February 21, 2020"
"Amy, I looked online at your (health care) plan. It’s two paragraphs."," February 21, 2020"
Says President Trump’s limousine driver did burnouts to entertain Daytona 500 spectators during a rain delay.," February 21, 2020"
Says image shows Pete Buttigieg in a leather suit posing with two other men.," February 21, 2020"
@BernieSanders receives strong support from the conservative & most rural part of Vermont.," February 20, 2020"
"Back in 2005, when we did that first point-in-time count, there were over 188,000 thousand people that were deemed homeless in the state of California. … That’s 35,000 more than we have today.”"," February 20, 2020"
Says “black babies die at rates twice as high as white babies because of a lack of access to affordable health care.”," February 20, 2020"
"“The majority of hunters now want universal background checks, the majority of Trump voters.”"," February 20, 2020"
Video shows Democratic presidential candidates speechless for 20 seconds when discussing whether any of them started a business.," February 20, 2020"
Says the United Nations plans to “implant everyone with a biometric ID.”," February 20, 2020"
"Says Maxine Waters tweeted, “Every single gun owner I have talked to has told me, ‘As soon as I walked out of that gun store, I felt a killer growing inside of me.’ When will we acknowledge there is no such thing as a responsible gun owner?”"," February 20, 2020"
The budget hole in Bernie Sanders’ plans “is bigger than the size of the entire economy of the United States.," February 20, 2020"
"Yet, for all that spending, health outcomes today on Medicaid are mediocre and many patients have difficulty accessing care.”"," February 20, 2020"
"Says if you take the oath of office on the Koran, “then you have committed treason.”"," February 20, 2020"
“Violent crime rates increased in all but two Wisconsin cities between 2008 and 2017.”," February 20, 2020"
Says a photo shows the height difference between Donald Trump and Mike Bloomberg.," February 20, 2020"
“Starbucks CEO Has Admitted She Doesnt Like White People”," February 20, 2020"
"Says Kobe Bryant’s eldest daughter, Natalia, left a suicide video after being bullied."," February 20, 2020"
Says a photo shows an elephant carrying a lion cub to a pool of water so it wouldn’t die.," February 20, 2020"
Says a photo shows Ilhan Omar without a head scarf.," February 20, 2020"
Says Melania Trump lied under oath in 2013 about graduating from college with a bachelor’s degree in architecture.," February 20, 2020"
“Mayor Bloomberg was busy blaming African Americans and Latinos for the housing crisis in 2008.”," February 20, 2020"
"“From the moment we passed that signature legislation, Mike (Bloomberg) called it a disgrace.”"," February 20, 2020"
"“Over the past year, Illinois has reduced its unemployment rate more than all of the top 20 most populated states in the nation — and more than our Midwestern peers.”"," February 2, 2020"
"“When we discovered, I discovered, that we were doing many, many, too many stop and frisks, we cut 95% of it out.”"," February 19, 2020"
“Pete Buttigieg is a favorite candidate of Wall Street and the health care industry.”," February 19, 2020"
"Says photos show Barack Obama, Hillary Clinton and Condoleezza Rice posing with Osama bin Laden."," February 19, 2020"
Says Nancy Pelosi was arrested after ripping a copy of the State of the Union speech.," February 19, 2020"
A photo of Pete Buttigieg in a military uniform without visible patches shows that “he is a fraud.”," February 19, 2020"
“Pete Buttigieg claims Bible says babies can be aborted ‘up to their first breath.’”," February 19, 2020"
"Says Mike Bloomberg “opposed modest proposals during Barack Obama’s presidency to raise taxes on the wealthy, while advocating for cuts to Medicare and Social Security.”"," February 18, 2020"
Photo shows Bernie Sanders at the 1969 Stonewall riots.," February 18, 2020"
"Says Mike Bloomberg is “a candidate who in 2015 stated, and I quote: ‘I, for example, am not in favor, have never been in favor of raising the minimum wage.’”"," February 18, 2020"
“Michigan prosecutor looks to release 90 convicted murderers serving life sentences.”," February 18, 2020"
“Dinesh D’Souza passed away.," February 18, 2020"
“Epstein’s recruiter Ghislaine Maxwell’s father Robert Maxwell gave Mitt Romney his first $2M investment and started him in business.”," February 18, 2020"
"After pushing through a red flag law in the New Mexico Senate, Gov. Michelle Lujan Grisham “has had the firearms of her guards and household seized.”"," February 18, 2020"
“Robert de Niro Linked to Child Sex Trafficking Ring According to Court Records”," February 18, 2020"
“Kobe Bryant Is Still Alive and Faked His Death LEAKED FOOTAGE”," February 18, 2020"
Says Kate Spade worked with the Clintons and suggests they were involved in her death.," February 18, 2020"
“President Trump signs bill returning prayer in schools.”," February 18, 2020"
Says the photo ID law passed by North Carolina lawmakers is “one of the nation’s most lenient voter ID laws.," February 17, 2020"
“The KKK officially endorses Trump 2020.”," February 17, 2020"
"“Amy Klobuchar vows to resettle 500 percent more refugees, none in her neighborhood.”"," February 17, 2020"
"“Trump just cut the scheduled federal pay raise, stating that he can’t do it now because of ‘serious economic conditions’ in America.”"," February 17, 2020"
"Says since he took office, the City of Milwaukee has seen the creation of 7,000 new affordable housing units."," February 17, 2020"
Scientists are shocked to discover that weed kills corona virus”," February 17, 2020"
"“We’ve also seen in the time that he’s (Donald Trump) been president, an increase in carbon emissions going absolutely in the wrong way.”"," February 16, 2020"
"Says Elizabeth Warren, asked about the Mollie Tibbetts murder, said “I know this is hard for her family, but they have to remember that we need to focus on real problems, like illegal immigrants not being able to see their kids.”"," February 14, 2020"
“When using a medical mask you’re supposed to use… white side out (this is the filter part) for when you’re not sick.”," February 14, 2020"
Says a photo shows Joe Biden groping a woman.," February 14, 2020"
Says a teenage Pete Buttigieg was arrested in the late 1990s for killing dogs.," February 14, 2020"
"An Alton, Ill., man caught a 736-pound Giant Mekong catfish in the Mississippi River."," February 14, 2020"
“Colorado school forces students to wear hijabs.”," February 14, 2020"
"Says Bill Murray said, “So if we lie to the government, it’s a felony. But if they lie to us it's politics.”"," February 14, 2020"
"Quotes Kamala Harris as saying: After we impeach, we round up the Trump supporters."," February 14, 2020"
Says Gov. Tony Evers proposed raising taxes on the agriculture industry to pay for expanded welfare programs.," February 14, 2020"
Sanders’ “Medicare for All” plan would cost more than the entire federal budget that we spend now.," February 13, 2020"
“House Democrats have passed more than 275 bipartisan bills this Congress.," February 12, 2020"
Says a court has ordered North Carolina to step up significantly its funding for education.," February 12, 2020"
“Over 50% of the people now in the House and state Senate have not been born in Virginia.”," February 12, 2020"
“I delivered on my campaign promise for a 10% tax cut for Wisconsin families.”," February 12, 2020"
The widow and son of a deceased military veteran looked on in horror as Speaker Nancy Pelosi ripped up a copy of the State of the Union.," February 11, 2020"
Says the 2019 coronavirus causes sudden death syndrome.," February 11, 2020"
Says the coronavirus is “a MILITARY BIO-WEAPON Developed by China's Army.”," February 11, 2020"
"“Cocaine kills corona virus, scientists is shocked to discover that this drug can fight the virus.”"," February 11, 2020"
"Donald Trump sued the City of Palm Beach when he bought a segregated club, Mar A Lago, to open it to Jews & Blacks."," February 11, 2020"
"“This is a 1927 News Article showing America was sold to five Billionaires The Rothschild’s, Rockefellers, DuPont’s, Harriman’s and Warburg’s.”"," February 11, 2020"
Says Republicans just won two congressional seats in North Carolina “that were not supposed to be won.”," February 11, 2020"
“Trump’s daughter works at the White House. Her husband works at the White House. Rudy’s son works at the White House. Barr’s son-in-law works at the White House. Barr’s daughter works at Treasury. Trump’s sons do foreign business. Trump’s daughter is getting Chinese patents and Saudi grants.”," February 11, 2020"
“Everyone on this stage except Amy (Klobuchar) and me is either a billionaire or is receiving help from PACs that can do unlimited spending.”," February 11, 2020"
Says the coronavirus was engineered by scientists in a lab.," February 10, 2020"
Our new (health care) plans are up to 60% less expensive and better than Obamacare.," February 10, 2020"
Says Mitt Romney voted against convicting President Donald Trump because Burisma board member Joseph Cofer Black “is Romney’s national security advisor” and because of ties to Obama CIA director John Brennan.," February 10, 2020"
"Says Maxine Waters said: “I say, we knock off Trump and then, go after Pence. We have the power.”"," February 10, 2020"
